item,dept,unit_cost,stock_on_hand
"7576",37,16274,9553,65938
"7738",37,7316,4726,19328
"9221",37,42454,9549,16493
"9711",37,13972,8054,56643
"282",47,40715,5148,39729
"377",47,27714,3961,18966
"423",47,22700,1025,70352
"1996",47,37755,7449,69056
"3159",47,40603,0494,90425
"3695",47,24593,9955,90097
"3732",47,37608,7326,40693
"3811",47,37926,7954,70241
"4794",47,14378,4608,40809
"5800",47,45806,2871,20389
"5957",47,23656,739,32898
"6339",47,39437,1109,4901
"7222",47,9160,5581,23961
"8043",47,23112,6882,12556
"8202",47,14768,2616,11603
"8509",47,19290,8178,97173
"8778",47,47180,5671,74816
"9320",47,22912,8779,50162
"9559",47,46407,8091,34915
"9647",47,22378,8794,56184
"1870",62,16043,5955,75931
"1895",62,35551,1326,22238
"2709",62,24798,2306,80677
"4180",62,20196,2514,69404
"4654",62,9237,8283,31279
"5188",62,26113,5546,75451
"5516",62,18931,8891,42699
"5600",62,22057,6422,50693
"5822",62,46378,8744,67124
"7744",62,16961,5478,92872
"7945",62,46439,9746,36472
"8682",62,16139,9014,89566
"9014",62,24820,8855,51932
"9267",62,13846,9393,64196
"114",3,13003,5807,69289
"182",3,37073,468,76756
"192",3,12222,4336,34476
"351",3,43541,297,53922
"395",3,39465,2804,9644
"1454",3,31324,3033,65074
"1577",3,28146,9613,95744
"1941",3,46381,0981,19345
"1972",3,30809,7557,85551
"2436",3,43798,6553,62142
"3520",3,24899,6165,28464
"4136",3,31964,117,75929
"4165",3,22595,7019,47396
"4599",3,20711,203,73584
"4737",3,24863,5196,56206
"5772",3,24188,9891,29715
"6120",3,9564,6914,60141
"6869",3,47669,7202,94165
"7497",3,47236,2603,37671
"9005",3,46763,7212,74436
"9232",3,18429,565,98583
"9391",3,20428,5146,51079
"9447",3,15453,344,73871
"878",16,24250,4833,25398
"1267",16,26212,6785,3961
"1756",16,20207,1135,83661
"1953",16,13605,9388,98867
"2617",16,17851,5801,27316
"3579",16,19179,6023,29805
"3724",16,38157,1533,38837
"4657",16,20954,2525,47759
"5511",16,33276,4451,66708
"6743",16,36224,7035,55936
"7205",16,47419,9003,36740
"7452",16,6605,1157,39058
"7918",16,17939,0372,16393
"8948",16,28423,5539,94121
"117",37,10334,18,20150
"2881",37,18238,4501,99348
"3327",37,32896,0086,79406
"3395",37,25313,3035,89269
"4218",37,21808,6543,26587
"6363",37,27052,16,58812
"7515",37,33955,1195,90142
"7775",37,5979,0275,93212
"7947",37,48275,1891,65531
"230",47,20759,1096,77334
"466",47,11367,6604,56170
"554",47,16003,3065,98936
"929",47,37360,4857,25720
"2378",47,14876,9903,68416
"3324",47,25204,9684,85534
"3986",47,9260,2417,59710
"6252",47,13319,1949,72122
"8583",47,39770,1408,66876
"9977",47,39401,8941,97712
"2013",62,8924,5984,98053
"2566",62,37237,7994,62943
"3707",62,5125,1528,49633
"3814",62,43045,7987,67370
"4040",62,29547,6524,20459
"5613",62,45084,9313,40022
"7473",62,17073,5439,10994
"8488",62,32485,0615,84060
"8552",62,23754,4336,59336
"9151",62,49122,948,75940
"371",3,12045,7238,63767
"729",3,45273,6234,49151
"1176",3,22106,668,8277
"1515",3,7784,3664,18239
"2601",3,47848,832,30061
"3617",3,33441,4657,85312
"3936",3,14116,9934,74316
"5415",3,31946,8573,9856
"6745",3,21337,0623,44368
"7087",3,5739,1384,14306
"9810",3,10526,3001,16082
"93",16,47102,2636,7412
"438",16,46324,3037,31303
"469",16,16739,1644,58945
"1400",16,23847,135,44406
"1476",16,17293,1113,4995
"2309",16,39563,5237,91951
"3586",16,12653,6426,3835
"3678",16,39589,0864,23207
"5066",16,10826,3081,49553
"5897",16,12952,242,38265
"6409",16,39439,2487,49610
"7077",16,47728,8168,67459
"7081",16,39280,0311,86799
"8962",16,35662,5549,14567
"9279",16,24143,4207,37811
"400",37,47822,2414,56990
"1037",37,23807,0557,63282
"2076",37,24442,0394,11171
"2512",37,5010,681,73798
"3068",37,36425,8581,36728
"3202",37,47747,0619,42714
"3884",37,39605,9037,33489
"4333",37,48069,4749,52565
"5813",37,34486,9337,73337
"7380",37,26396,2761,34797
"7613",37,19852,4035,31249
"7870",37,43993,4097,39385
"8298",37,35033,4049,57204
"796",47,22888,8659,84649
"1164",47,16832,0361,37936
"1462",47,37824,3212,61596
"2119",47,39964,9802,20231
"3945",47,19605,8014,11988
"4260",47,35104,7309,65037
"5276",47,41394,3366,73369
"6521",47,18080,7698,61011
"6952",47,40932,0993,57313
"7212",47,11190,4771,58673
"7327",47,36491,1794,63970
"501",62,7813,666,46681
"2092",62,37610,8799,67984
"3020",62,15599,9789,32092
"3616",62,8334,013,17680
"4603",62,7885,33,66560
"6722",62,5719,9213,30216
"6909",62,16196,2451,84833
"6913",62,37416,5628,53295
"445",3,13314,1245,99277
"550",3,10060,8467,60094
"4126",3,7198,3471,68645
"4390",3,44351,9391,24969
"4417",3,25950,5268,29269
"5232",3,30776,6299,92979
"6325",3,22109,3899,1308
"6500",3,23522,4663,40946
"6571",3,47751,4853,81391
"7414",3,24381,9883,66792
"8027",3,15045,6628,40826
"818",16,37816,8495,30561
"1533",16,48491,918,96991
"1708",16,31306,6455,8471
"2166",16,40525,5478,24807
"2885",16,20498,4768,38619
"4966",16,40683,0763,27173
"5265",16,30395,828,89080
"5868",16,38308,9521,20341
"6094",16,30313,0568,57300
"7198",16,20710,6883,18042
"8055",16,9231,1616,8104
"8558",16,13426,1774,75943
"1486",37,7267,4022,42915
"1907",37,34567,2142,31651
"2185",37,11459,8142,4604
"2662",37,17138,9801,64065
"2774",37,9383,4913,15527
"3626",37,49690,9417,99610
"3933",37,20742,3851,65349
"4036",37,40970,7006,92065
"4265",37,22476,7785,71748
"6547",37,30237,2134,58561
"7466",37,29825,0034,94473
"7781",37,7814,326,10618
"8124",37,20152,7469,30651
"8770",37,24029,0624,26005
"9863",37,29691,9506,36973
"9922",37,41236,3619,46359
"9934",37,34747,4474,51934
"1294",47,14031,577,59488
"2315",47,11426,2888,54632
"3641",47,22462,7981,59698
"3668",47,49344,4467,66500
"4784",47,19661,4088,41770
"5750",47,9359,3868,77828
"6340",47,24863,5475,18715
"7199",47,7904,0819,66414
"8519",47,7074,6308,54811
"669",62,10012,5541,42575
"1165",62,34285,8324,57708
"1343",62,6694,5832,84461
"2055",62,18288,0119,7484
"6537",62,24390,4028,93919
"7684",62,6504,0164,26085
"7966",62,35691,1939,79058
"9241",62,29270,8659,86325
"9519",62,12268,8396,97489
"2382",3,36039,6898,27143
"2418",3,10636,1458,64402
"3369",3,17410,5355,76411
"3514",3,28854,609,7949
"4038",3,23380,2748,44074
"5643",3,13464,6717,45273
"5674",3,45040,5646,46258
"6197",3,16527,9931,13072
"6749",3,21231,4135,18235
"7187",3,28792,6227,44552
"7857",3,18457,4576,55303
"9020",3,42549,8758,85330
"9564",3,25187,9368,84851
"9721",3,46750,2596,44536
"433",16,26911,2397,48206
"767",16,41910,7426,21205
"892",16,43717,9774,90777
"1466",16,25983,2773,43914
"1620",16,8674,4893,10288
"1735",16,32534,019,64797
"2816",16,11149,3937,80140
"3944",16,6451,9048,71318
"4247",16,21210,5617,60773
"6331",16,37479,1116,50533
"497",37,40162,6497,65149
"1210",37,14677,1327,76032
"2230",37,12428,822,82753
"2385",37,23323,5151,99622
"4503",37,44600,6472,62576
"4721",37,45292,1509,8505
"5053",37,46150,5687,93543
"5146",37,28854,4818,55994
"5948",37,22095,0469,72350
"6536",37,24530,9479,87603
"6878",37,46457,4531,16149
"7038",37,9576,117,79991
"8368",37,5782,5919,86719
"9106",37,5612,5805,53523
"9214",37,20843,0159,61263
"9959",37,38315,3924,18585
"1043",47,30316,3567,46565
"2582",47,45874,425,54759
"3131",47,47364,1736,48692
"3749",47,21785,8636,68466
"4294",47,43404,424,38331
"8930",47,17460,5104,90666
"9181",47,42351,8791,32399
"9416",47,43483,1378,41296
"1026",62,23336,4655,86060
"1481",62,34506,9722,70067
"3117",62,47217,0848,92556
"5002",62,41700,3777,63296
"5469",62,22470,7573,96615
"5533",62,25307,9149,7014
"5628",62,35395,1751,90643
"6744",62,18260,2093,33932
"6900",62,8797,1968,7344
"8180",62,25565,8326,93024
"8364",62,6379,6154,79007
"8986",62,41498,7854,79927
"1388",3,21089,8889,64206
"1541",3,13001,1785,93833
"2229",3,43398,1699,31656
"2359",3,49308,8426,65247
"2393",3,10162,8459,64460
"2868",3,26860,761,61218
"5220",3,35145,3748,82009
"5762",3,30595,4327,30676
"7686",3,34622,0211,48523
"8452",3,35447,2072,34335
"9375",3,25622,8312,23471
"9469",3,42266,7533,48079
"9811",3,7406,2305,8600
"369",16,47605,4752,24951
"1321",16,42175,0819,78914
"1638",16,47390,2401,73556
"1641",16,28057,7205,7352
"2537",16,38569,9209,46577
"2623",16,7562,2988,10801
"3335",16,47563,5699,55064
"3784",16,45284,2597,50168
"4512",16,44763,993,39142
"6475",16,47960,616,6894
"6850",16,49294,2599,50124
"7019",16,25074,0167,74046
"7906",16,8464,6822,8798
"7972",16,32889,2885,86007
"9446",16,39826,2596,13894
"9780",16,43712,726,5530
"51",37,45749,4651,74512
"1031",37,10555,1557,87491
"1120",37,33217,9331,91075
"2846",37,27949,5786,72958
"3027",37,44146,5077,33049
"5120",37,16369,7022,94356
"5191",37,44650,8485,56095
"5693",37,26719,3181,49763
"7616",37,36233,8358,20402
"8126",37,47157,7349,18546
"8219",37,22043,8887,14983
"8402",37,25090,4874,58778
"9624",37,29768,6346,14292
"9998",37,6619,9727,52124
"2121",47,30162,281,66756
"2296",47,20464,3254,44767
"2681",47,16257,3347,76740
"2796",47,41138,9316,74902
"3096",47,15894,1145,5104
"3625",47,41655,367,69039
"3895",47,39743,44,91641
"4073",47,25639,6574,76098
"4534",47,29084,1379,4494
"5546",47,40968,1898,17018
"5598",47,6886,4419,15158
"5809",47,37758,6718,19362
"6355",47,41018,6392,72544
"7722",47,18856,1707,79956
"7758",47,18122,8612,43921
"9969",47,29494,0214,3833
"459",62,12970,7246,38345
"565",62,23552,2825,44968
"695",62,45347,4414,5909
"2390",62,33014,0521,42978
"3466",62,19685,5042,47206
"3568",62,15329,598,87815
"3572",62,10521,0949,76876
"3645",62,36881,8994,95148
"3761",62,34978,7721,24154
"3995",62,29648,0181,22348
"4538",62,44522,4291,60438
"4845",62,20078,039,44886
"5434",62,36697,9893,36634
"5521",62,39198,6401,27340
"6906",62,48331,2242,32191
"8242",62,27706,4211,32732
"9770",62,28675,1028,89624
"97",12,7100,1586,30735
"292",12,45721,2418,20006
"4424",12,18475,0762,9892
"4757",12,21947,1143,72938
"5055",12,17679,8514,38095
"6076",12,38098,3086,72917
"6196",12,13655,7099,14159
"6256",12,37856,0801,6254
"6357",12,10451,2214,85929
"6572",12,10053,7901,25343
"7840",12,8269,3937,80805
"9364",12,44158,8064,74038
"9644",12,22397,9328,92664
"779",17,40153,182,87267
"1602",17,12996,6589,52376
"1625",17,47054,9207,96828
"1909",17,24725,5694,9989
"3433",17,29538,951,71178
"4166",17,18506,4134,20929
"4477",17,6835,3259,94828
"4620",17,38593,4529,12656
"5315",17,32547,2137,38812
"7562",17,37798,4243,14138
"7893",17,25300,6152,98358
"8069",17,13145,612,86518
"8725",17,10758,49,96626
"920",22,26190,7083,27307
"1417",22,44362,7945,28730
"3762",22,5897,1059,74488
"3780",22,14304,6686,81050
"4926",22,34523,2462,72011
"5417",22,33976,7001,33676
"6430",22,23498,3269,82600
"7732",22,35797,1453,63042
"8788",22,8002,5694,17422
"8853",22,7137,1976,33227
"9489",22,24014,3204,88806
"483",39,20148,6392,2889
"1444",39,47308,6838,47360
"2009",39,20080,3595,94637
"2442",39,42073,4562,50192
"3053",39,11962,2941,92475
"3227",39,35728,2785,67519
"5177",39,28493,3336,16745
"5684",39,22637,803,97811
"5875",39,34421,8542,73921
"6231",39,31990,5243,30764
"8658",39,10816,3048,7026
"9550",39,20566,0466,21755
"9598",39,41563,821,14100
"96",66,37371,0274,29307
"1009",66,11820,1604,1133
"1075",66,20458,1682,52296
"1665",66,23467,4281,69509
"3098",66,27676,5426,28331
"3547",66,5112,3083,46676
"4710",66,30377,0822,38673
"6679",66,24620,0806,8930
"6886",66,22514,5614,41126
"8987",66,15623,378,77442
"9612",66,31665,1257,11847
"959",83,12778,3758,44714
"3648",83,16265,3578,96036
"4692",83,10132,1896,36001
"6867",83,29317,3854,99288
"7315",83,44556,7271,55586
"8028",83,30570,7015,32764
"9288",83,37255,6386,63820
"9945",83,23489,5329,93795
"286",12,12181,2203,86699
"771",12,25802,6658,18915
"1717",12,18222,192,36924
"1801",12,27036,152,17447
"2557",12,24254,7723,9959
"3665",12,42757,3573,6083
"5287",12,10471,6907,44831
"6768",12,8282,5166,5692
"8113",12,28865,611,40943
"250",17,37147,0854,80510
"2365",17,17663,6325,1609
"4676",17,28624,5111,50256
"4722",17,9879,0946,34413
"5577",17,23995,1764,61472
"7612",17,6311,3211,10984
"7820",17,29392,5286,4085
"8899",17,15175,6097,62701
"127",22,6686,1346,44368
"775",22,7020,4723,74436
"1387",22,28214,2924,11492
"2938",22,7427,2584,69745
"4366",22,33987,8228,72144
"5102",22,36108,4245,96499
"5269",22,12618,3019,60826
"6106",22,42387,4424,72032
"7270",22,47061,196,81732
"7503",22,30068,9146,69248
"8467",22,18704,7316,53912
"1320",39,44215,3622,8667
"1854",39,21003,7451,27909
"3001",39,37165,016,29649
"3059",39,45436,8484,32392
"3720",39,23715,4915,37671
"4197",39,43573,1586,30081
"4646",39,17194,584,55888
"5638",39,34793,1268,91657
"6492",39,34477,3134,56427
"6876",39,39836,875,43992
"7491",39,40944,5365,87655
"7646",39,16369,274,36085
"8771",39,17528,0391,60791
"9399",39,46681,1214,91141
"9631",39,18304,0357,63673
"694",66,42471,1636,26804
"1459",66,38302,2826,86556
"1623",66,29336,3774,8735
"2180",66,16189,9293,76573
"3417",66,27995,8236,30707
"5001",66,7289,9876,88543
"5136",66,39080,1052,78833
"5385",66,21499,6829,12280
"6210",66,37422,7743,62453
"7437",66,22691,8198,58995
"8392",66,26639,0295,98052
"3262",83,36792,2083,54275
"3880",83,24080,0794,23663
"4544",83,38575,445,32683
"4658",83,30811,9692,94837
"4833",83,46162,7138,78792
"4856",83,48356,8598,52341
"6868",83,40121,642,99195
"7054",83,34575,3585,91080
"7339",83,36269,1863,80924
"7368",83,28780,3892,84257
"7524",83,23789,8142,38585
"7714",83,29567,9173,91896
"8235",83,43188,1156,26062
"8475",83,40960,0978,91733
"9695",83,11462,0823,55314
"567",12,18953,1294,96459
"1749",12,41279,6042,87113
"2232",12,47085,1476,95161
"2244",12,36764,7612,87371
"2460",12,16789,2561,11910
"2875",12,36114,2099,88031
"2876",12,27940,2345,78737
"3005",12,31588,3599,31737
"3055",12,35387,2969,42523
"3211",12,41935,591,60710
"3580",12,20681,0459,67278
"4184",12,48073,6002,97229
"4796",12,8902,8885,59975
"5211",12,34066,2191,83191
"5501",12,7764,1087,50164
"6024",12,37340,2036,74628
"6263",12,39954,6482,82797
"6658",12,29599,9273,11110
"1221",17,44988,6719,82415
"2337",17,28893,2676,29222
"2773",17,20476,9156,23644
"2824",17,33276,0859,17359
"3793",17,27349,9759,2384
"4112",17,33034,466,94375
"6495",17,7826,2211,21619
"7058",17,8134,1276,85685
"7406",17,16137,5353,95829
"9603",17,13131,816,51880
"837",22,49079,268,25340
"943",22,44092,9235,38890
"2276",22,16913,0405,85983
"4049",22,19785,0049,19462
"6037",22,13744,2418,23917
"6616",22,24581,1732,11915
"8495",22,36256,7921,71782
"8871",22,8044,5934,17246
"364",39,34358,0765,35197
"681",39,44589,4481,13993
"948",39,17326,7043,59569
"2098",39,5315,2037,80707
"2501",39,43291,9891,86558
"3609",39,21062,9823,48655
"3863",39,24903,8678,83174
"5770",39,40899,6333,17372
"6417",39,41220,1269,69608
"7517",39,25258,6477,3762
"8250",39,13023,7066,11603
"8322",39,6025,1318,73695
"8820",39,21784,4012,67234
"46",66,43126,2601,74075
"1845",66,24783,1672,79923
"2128",66,6132,927,1369
"2199",66,29613,4536,53957
"2432",66,16908,6374,57282
"2683",66,41622,7154,85665
"4185",66,31824,3977,72787
"4683",66,7608,0979,38465
"6362",66,29366,3947,69794
"7785",66,39504,2687,94144
"7876",66,9396,7718,62394
"8030",66,37122,6624,56621
"9378",66,16801,5095,56743
"9655",66,18316,0598,74255
"1",66,17869,6916,61507
"769",83,25216,0112,28670
"1432",83,26962,484,92849
"1873",83,30605,3027,18667
"2298",83,32955,4522,35750
"3213",83,49525,628,88939
"3405",83,42510,8597,80515
"6276",83,6925,965,48507
"6871",83,27222,6003,48189
"7685",83,18358,8078,21983
"9000",83,16341,5875,24999
"9273",83,13973,3978,18088
"9645",83,40114,8676,34816
"6444",25,5856,9239,89584
"6477",25,20371,4382,40327
"7039",25,37062,743,2367
"7131",25,39830,5429,51787
"7423",25,15256,4528,1258
"7941",25,15270,8494,40727
"8121",25,20070,4619,37618
"9408",25,21937,8475,58456
"9414",25,37672,7868,74115
"9866",25,26646,4896,46773
"9990",25,17660,0063,95443
"29",29,18189,1469,9088
"535",29,10429,0451,7340
"652",29,43133,2745,33158
"3402",29,42766,7927,42288
"3913",29,25422,4662,50320
"4114",29,23052,6715,94309
"5540",29,46279,3914,29232
"5547",29,39204,4904,10771
"6747",29,39269,1214,31964
"7144",29,10458,2347,24036
"7194",29,17231,304,16674
"7532",29,14755,9539,55914
"8320",29,41089,542,91727
"8908",29,20736,432,26409
"9901",29,17639,3985,63857
"166",38,30958,1601,49531
"622",38,15767,0855,71206
"740",38,15439,7388,16586
"2133",38,11521,8238,82778
"2503",38,24313,3583,11986
"3062",38,31183,3171,93528
"3209",38,41561,7248,71608
"5097",38,34259,7616,62825
"5189",38,15867,3164,64806
"8291",38,28243,2303,8981
"8696",38,45377,2817,59104
"8726",38,21278,4789,59351
"9104",38,8765,9856,17990
"9417",38,26099,1753,78480
"480",96,31211,4627,32075
"861",96,11946,2537,98247
"1645",96,42631,3248,76216
"1705",96,15551,0413,90360
"3537",96,19777,2738,33033
"3539",96,13555,3727,13078
"4517",96,19652,2634,67899
"4531",96,7777,2399,33857
"4790",96,20091,403,80938
"5620",96,39816,4839,11962
"7961",96,21232,2474,88968
"8492",96,22004,6736,65836
"9274",96,17655,5714,31033
"9437",96,43260,6051,71299
"9510",96,32651,9452,39763
"9696",96,16887,4974,7403
"9992",96,23090,8794,62570
"984",1,14437,5622,61141
"1424",1,5905,2669,1027
"2135",1,14789,8502,23363
"6626",1,6870,0433,82132
"6649",1,31621,6723,74100
"1198",14,21009,6038,10552
"1722",14,20272,327,6440
"2459",14,34241,5032,8266
"2861",14,30314,9952,38472
"2964",14,46248,6895,7937
"4005",14,40885,3676,39988
"4455",14,48067,945,46436
"4751",14,10035,692,74317
"4922",14,49845,039,22977
"5288",14,20297,071,36063
"5298",14,9622,5241,74832
"8321",14,17003,2907,27944
"8484",14,17533,101,20059
"8585",14,43116,9927,45749
"8894",14,11583,8744,92534
"8968",14,40483,9178,23916
"9003",14,48714,6141,69402
"9179",14,13465,7191,88691
"3313",15,11389,8662,92650
"3692",15,37743,6705,46619
"4093",15,46358,0776,28336
"7321",15,11128,7276,28521
"7401",15,18291,8027,37646
"7882",15,19786,2071,22844
"1524",25,23975,2415,9497
"1970",25,42405,4445,84671
"2841",25,20621,7772,91111
"2961",25,7100,1972,58149
"4089",25,45026,8704,8259
"4304",25,25224,6507,92462
"4749",25,14125,4095,50509
"4793",25,19180,9138,74619
"5717",25,12475,3733,42645
"6201",25,29092,9886,19167
"6671",25,37478,2796,96668
"6842",25,13078,1549,51690
"6897",25,6539,469,3240
"7411",25,44594,6596,11761
"562",29,9101,4904,64618
"1420",29,10490,7863,14665
"2228",29,43497,5338,15946
"2993",29,19556,5606,48267
"3860",29,33683,8149,94438
"5092",29,19012,2,94917
"6818",29,40829,4482,97503
"6870",29,19250,7712,60907
"8193",29,47704,1462,81423
"8222",29,27513,4582,16301
"8330",29,24065,3032,91119
"8844",29,15359,5742,90839
"8939",29,45836,9837,91293
"9284",29,16646,8534,71939
"2523",38,31356,282,96873
"2901",38,46228,2181,26340
"4338",38,13057,0775,39278
"4818",38,34432,0506,16677
"5307",38,32461,7593,8163
"6688",38,48210,432,12847
"7311",38,18707,599,25795
"7575",38,8938,4931,74710
"7706",38,34189,2821,53467
"8207",38,36494,0408,4967
"9321",38,39655,5868,33566
"9955",38,49744,3383,28445
"9978",38,19461,3298,8927
"325",96,17389,505,70628
"1253",96,34691,1024,6031
"1890",96,42300,8193,18767
"2463",96,23830,2686,69816
"3575",96,47023,2688,27136
"4229",96,17347,058,47047
"4440",96,31856,2366,67897
"4867",96,40837,6714,89699
"5645",96,23536,3734,82291
"6804",96,36959,6851,92248
"6916",96,25103,537,6721
"7383",96,42478,0266,55984
"7997",96,9931,4457,41388
"8369",96,14937,1902,21718
"8800",96,17268,9744,57866
"9165",96,43739,3531,94797
"9367",96,13227,2518,83544
"9593",96,32962,2313,32651
"9787",96,48097,8786,29547
"1848",1,29003,832,57788
"8448",1,46022,6579,56231
"146",14,42934,0928,25171
"1430",14,49920,8678,66581
"4282",14,25285,2918,12855
"4903",14,40191,6445,32744
"5486",14,37367,3207,22285
"6930",14,32121,8228,36006
"7023",14,6606,1554,19948
"299",15,25251,6475,3400
"3171",15,7044,9989,18008
"4413",15,27643,6112,20513
"4642",15,29337,988,51925
"6501",15,25142,9613,14700
"9250",15,31485,0739,95954
"9547",15,18180,2307,89161
"294",25,24762,2216,99277
"850",25,24718,1511,1950
"1088",25,45921,3487,11862
"1354",25,6694,9517,7211
"1391",25,49405,049,37598
"2120",25,18521,493,64352
"2146",25,36553,891,68041
"2799",25,34665,7613,92350
"3346",25,44238,3975,59681
"3446",25,38507,9564,48765
"4575",25,24457,3492,90942
"4738",25,10088,9004,35815
"4999",25,35983,2517,31432
"5014",25,31519,1307,89855
"5124",25,18112,1154,94958
"5737",25,25723,2434,5538
"6272",25,7957,2206,63002
"6420",25,36785,1898,49569
"7209",25,10645,0621,54841
"8358",25,39800,0194,44254
"9483",25,42822,7277,92121
"9973",25,34393,2418,4170
"582",29,45917,9033,75966
